Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,WasBatched,DwmNotified,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.099573,16.493,16.702,16.573,33.239,82.762
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.116580,17.007,16.649,15.994,32.968,82.405
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.133015,16.435,16.676,16.579,33.176,82.645
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.151381,18.367,16.686,14.573,31.704,80.965
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.169087,17.706,16.629,14.122,30.544,79.889
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.186462,17.375,16.739,12.834,29.839,79.253
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.201153,14.691,16.661,14.858,31.741,81.223
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.216620,15.467,16.624,16.024,32.876,82.380
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.233006,16.386,16.722,16.251,33.252,82.716
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.249600,16.594,16.701,16.451,33.358,82.823
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.267972,18.373,16.605,15.180,31.681,81.055
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.283665,15.693,16.716,15.599,32.641,82.078
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.299914,16.249,16.691,16.115,33.077,82.520
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.316581,16.667,16.690,16.327,32.925,82.543
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.333192,16.611,16.671,16.100,33.174,82.603
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.349668,16.476,16.608,16.374,33.353,82.735
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.367922,18.254,16.776,14.802,31.744,81.257
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.383349,15.427,16.681,16.058,33.103,82.511
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.400049,16.700,16.693,16.081,32.838,82.504
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.416771,16.722,16.666,16.366,33.004,82.448
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.434778,18.007,16.731,15.041,31.678,81.172
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.450117,15.340,16.638,16.159,32.986,82.470
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.466726,16.608,16.782,16.121,33.119,82.645
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.483199,16.473,16.569,16.319,33.286,82.740
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.500123,16.924,16.740,16.750,33.003,82.556
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.518239,18.116,16.616,14.679,31.977,81.056
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.535162,16.923,16.741,14.905,31.512,80.874
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.555271,20.110,16.619,10.971,28.170,77.383
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.568435,13.164,16.895,14.620,31.531,81.114
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.583824,15.389,16.470,16.268,32.900,82.195
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.600470,16.645,16.661,15.917,32.821,82.211
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.619468,18.999,16.739,13.588,30.564,79.951
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.633477,14.009,16.643,17.835,33.089,82.585
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.653126,19.649,16.632,13.900,30.106,79.569
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.668884,15.758,16.786,14.860,31.193,80.597
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.685452,16.568,16.595,14.409,31.197,80.623
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.701547,16.095,16.684,15.150,31.750,81.212
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.717148,15.601,16.676,15.850,32.903,82.287
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.733721,16.572,16.802,16.308,32.887,82.517
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.752179,18.458,16.528,14.178,31.199,80.586
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.766888,14.709,16.729,16.222,33.092,82.605
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.785735,18.847,16.797,13.996,31.121,80.555
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.800068,14.332,16.588,16.603,33.274,82.811
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.817220,17.152,16.768,15.846,32.920,82.427
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.833573,16.353,16.609,16.334,33.351,82.683
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.850286,16.713,16.645,16.563,33.251,82.615
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.869491,19.205,16.727,14.137,30.730,80.138
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.884238,14.748,16.574,18.157,32.618,81.964
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.905636,21.398,16.700,11.156,27.928,77.267
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.919054,13.418,16.689,14.715,31.326,80.538
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.935208,16.154,16.691,14.799,31.535,81.075
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.952776,17.568,16.697,13.818,30.734,80.204
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.966932,14.156,16.650,16.231,33.200,82.698
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,9.983853,16.921,16.686,16.055,33.072,82.464
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.002017,18.165,16.728,14.606,31.534,81.027
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.018749,16.732,16.708,14.537,31.415,81.004
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.033712,14.963,16.603,16.218,33.122,82.644
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.050312,16.600,16.773,16.256,33.293,82.817
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.066925,16.612,16.615,16.499,33.419,82.820
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.083786,16.862,16.669,16.701,33.160,82.627
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.102880,19.094,16.761,13.819,30.921,80.294
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.117478,14.598,16.558,16.019,33.019,82.254
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.134169,16.691,16.691,16.435,32.902,82.254
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.150834,16.665,16.726,15.890,32.859,82.315
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.168181,17.347,16.691,15.555,32.125,81.659
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.184136,15.954,16.733,16.401,32.814,82.438
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.200838,16.702,16.671,15.860,33.045,82.406
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.217134,16.296,16.610,16.466,33.351,82.721
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.234653,17.519,16.652,15.500,32.611,81.853
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.250714,16.061,16.697,16.167,33.171,82.490
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.275395,24.681,16.755,8.463,25.115,74.564
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.285597,10.202,16.586,14.554,31.516,80.949
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.300928,15.331,16.755,15.844,32.880,82.373
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.317408,16.480,16.674,16.092,33.142,82.566
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.335999,18.591,16.627,14.671,31.058,80.602
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.351065,15.066,16.720,15.777,32.808,82.257
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.367507,16.442,16.731,16.101,33.070,82.546
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.384077,16.570,16.677,16.244,33.088,82.653
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.400702,16.624,16.656,16.199,33.224,82.684
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.417280,16.578,16.655,16.338,33.310,82.762
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.434428,17.149,16.706,15.934,33.009,82.319
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.450961,16.533,16.667,16.227,32.958,82.454
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.469686,18.725,16.763,14.130,30.825,80.491
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.485686,16.000,16.655,14.700,31.785,81.146
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.500745,15.059,16.559,17.039,33.256,82.646
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.531042,30.297,16.706,2.912,19.767,69.056
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.542199,11.157,16.674,8.650,25.342,74.573
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.552702,10.503,16.721,14.568,31.251,80.790
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.569274,16.572,16.688,14.382,31.336,80.906
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.585441,16.167,16.698,14.957,31.894,81.437
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.603385,17.944,16.710,13.659,30.776,80.203
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.620833,17.449,16.589,13.313,29.983,79.343
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.654030,33.197,16.672,0.257,13.433,62.819
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.654831,0.801,16.741,12.365,29.353,78.759
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.667886,13.055,16.635,16.006,32.820,82.339
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.684516,16.631,16.710,15.929,32.845,82.418
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.700828,16.312,16.563,16.281,33.341,82.670
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.717460,16.632,16.721,16.404,33.302,82.759
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.735115,17.655,16.727,15.384,32.463,81.831
TrivFlip12.exe,23816,0x00000274F86D4280,DXGI,1,0,0,Composed: Flip,0,1,0,10.751049,15.934,16.661,0.000,32.977,82.558
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,10.800372,16.734,16.688,0.000,17.147,66.581
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,10.817419,17.048,16.699,0.000,16.750,66.232
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,10.834664,17.245,16.743,0.000,16.183,65.731
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,10.850516,15.851,16.601,0.000,17.016,66.480
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,10.867076,16.561,16.773,0.000,17.200,66.692
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,10.883787,16.710,16.656,0.000,17.277,66.638
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,10.901857,18.071,16.627,0.000,15.777,65.194
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,10.917340,15.483,16.671,0.000,17.044,66.383
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,10.934194,16.854,16.792,0.000,16.870,66.321
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,10.950597,16.403,16.674,0.000,17.048,66.592
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,10.967322,16.725,16.619,0.000,16.923,66.487
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,10.987381,20.060,16.774,0.000,14.234,63.201
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.004306,16.924,16.590,0.000,13.452,62.866
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.018939,14.633,16.577,0.000,15.419,64.810
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.036606,17.666,16.762,0.000,14.493,63.905
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.051652,15.046,16.678,0.000,16.054,65.536
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.067308,15.656,16.652,0.000,16.919,66.532
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.083863,16.555,16.662,0.000,17.258,66.639
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.100666,16.803,16.683,0.000,17.084,66.518
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.117364,16.698,16.741,0.000,17.055,66.562
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.134000,16.636,16.648,0.000,17.072,66.573
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.150647,16.647,16.649,0.000,17.103,66.575
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.167314,16.667,16.721,0.000,17.238,66.629
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.184259,16.945,16.636,0.000,16.939,66.320
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.201343,17.083,16.681,0.000,16.473,65.918
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.217355,16.012,16.682,0.000,17.149,66.587
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.234067,16.712,16.672,0.000,17.119,66.547
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.250722,16.655,16.684,0.000,17.142,66.577
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.267383,16.661,16.677,0.000,17.190,66.592
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.284108,16.724,16.732,0.000,16.989,66.600
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.300744,16.637,16.696,0.000,17.047,66.658
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.317423,16.678,16.654,0.000,17.192,66.634
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.334710,17.288,16.708,0.000,16.569,66.055
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.350878,16.168,16.664,0.000,17.093,66.550
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.367570,16.691,16.677,0.000,17.069,66.536
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.384185,16.615,16.706,0.000,17.171,66.627
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.400921,16.736,16.632,0.000,17.186,66.523
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.417911,16.990,16.789,0.000,16.773,66.322
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.434230,16.319,16.617,0.000,17.151,66.620
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.451018,16.788,16.627,0.000,17.101,66.459
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.467829,16.811,16.705,0.000,16.975,66.353
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.484385,16.556,16.643,0.000,17.102,66.440
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.500998,16.613,16.695,0.000,17.053,66.522
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.517621,16.623,16.685,0.000,17.185,66.584
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.534342,16.721,16.727,0.000,16.952,66.590
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.550942,16.601,16.654,0.000,17.190,66.644
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.567668,16.726,16.694,0.000,17.147,66.612
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.584649,16.981,16.718,0.000,16.874,66.349
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.601091,16.443,16.665,0.000,17.127,66.571
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.617714,16.623,16.615,0.000,17.120,66.564
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.634437,16.723,16.786,0.000,17.213,66.628
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.651159,16.722,16.618,0.000,17.145,66.523
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.668137,16.978,16.636,0.000,16.680,66.182
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.684405,16.268,16.676,0.000,17.347,66.590
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.702117,17.712,16.701,0.000,16.198,65.578
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.717858,15.741,16.702,0.000,17.071,66.540
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.734448,16.590,16.636,0.000,17.101,66.586
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.751137,16.688,16.682,0.000,17.137,66.580
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.767844,16.707,16.729,0.000,17.220,66.602
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.784551,16.707,16.726,0.000,17.101,66.622
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.801158,16.607,16.609,0.000,17.116,66.624
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.817866,16.708,16.696,0.000,17.190,66.613
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.835256,17.390,16.700,0.000,16.570,65.922
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.851814,16.558,16.702,0.000,16.637,66.067
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.867940,16.127,16.685,0.000,17.114,66.625
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.884648,16.708,16.609,0.000,17.171,66.526
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.901369,16.721,16.675,0.000,17.196,66.481
TrivFlip12.exe,23816,0x0000000000000000,Other,-1,0,0,Composed: Flip,0,1,0,11.918086,16.717,16.667,0.000,17.078,66.431
